Q,A,label
너무 답답해서 미칠 거 같을 때가 있어요.,많이 답답하시겠어요. 오늘만큼은 천천히 산책이라도 해보는 게 어때요?,1
눈앞이 깜깜할 때도 있어요.,그랬군요. 제가 당신의 마음을 조금이라도 이해할 수 있으면 좋겠어요.,1
진짜 사람 미치는 거지. ,,1
나도 답답하긴 하지.,,1
마음대로 되는 게 없다고 해야 하나?,,1
하루종일 식당에 갇혀 있는 기분이에요.,,1
혈압은 분명 정상인 거 같은데… 왜 그런지 모르겠으니까 답답해서 미치겠어요.,,1
"머리도 내 맘대로 못 하고, 매일 교복 검사하고, 가방 검사하고… 감옥에라도 갇힌 것 같았어.",,1
"지난주에는 더 이상은 못 참겠다, 안 되겠다 생각이 들었어요.",,1
미쳐버리겠어.,,1
누가 내 마음을 알겠어!,,1
정말 저 때문에 시아버지가 돌아가신 걸까요? 어디 하소연할 곳도 없고 너무 답답해요.,,1
이해하려고 노력 중인데… 한번씩은 정말 이해가 안 가더라고…,,1
얼른 해결하라고 말했는데 감감무소식이야. 답답해 죽겠어!,,1
시어머니랑 둘이 하루종일 집에 있으면 숨 막혀요.,,1
"안 뽑아보려고 했는데, 답답해서 죽겠는거에요.",,1
"친구들이 넌 왜 이렇게 피곤하게 사냐고 하는데, 나도 내가 왜 이러고 사는지 모르겠어. 답답해.",,1
"자원해서 중환자실로 가게됐는데, 뭔가 갇혀있는 느낌이 들어서 답답해.",,1
왜 이렇게 모든 게 답답하지?,,1
뭔가 마음 속에 해소되지 않는 응어리 같은 게 있는 기분이에요.,,1
어디부터 뭘 해야 할지 감이 안 잡혀.,,1
그럴 땐 정말 막막하다는 말밖에 안 나와.,,1
답답해 죽겠어.,,1
대체 이게 무슨 일인가 싶어…,,1
"그 뒤로 새벽에 자다가 깼는데, 벽에 머리를 안 박으면 안 될 정도로 갑갑했어.",,1
진짜 막막하다…,,1
답답해서 지식인에라도 질문을 남겨봐야 하나 싶어.,,1
마음이 너무 답답해요.,,1
평소엔 멀쩡한 거 같은데 가끔 걷잡을 수 없이 답답해져요.,,1
어떻게 하면 좋을지 모르겠어요.,,1
마음이 답답하네요.,,1
가슴이 꽉 막힌 거 같아요.,,1
벗어나고 싶다…,,1
정말 갑갑하네.,,1
걔만 없으면 우리 가족이 편안해질 텐데… 답답하네요.,,1
아…진짜 이해가 안돼. 답답한게 한두 가지가 아니야.,,1
진짜 갑갑해서 미칠 것 같아요.,,1
뭘 어째야하는건지…아…진짜 답답해.,,1
남한테 피해 하나 주는것 없이 일하고 술 마시고 그런게 낙이었는데 답답하네요…,,1
숨을 아무리 깊게 들이마셔도 갑갑한 느낌이 남아있어요.,,1
막 손도 최대한 가만히 두려고 했는데 그럼 답답해서 미칠 것 같아요.,,1
6월 부터 너무 답답해요.,,1
나를 자유롭게 놔뒀으면 좋겠어.,,1
"나까지 잘못되면 안 되는데, 나까지 문제 있으면 안 되는데..",,1
그런데 요즘에는 답답해.,,1
숨긴다고 숨길 수 있는 게 아니라는 건 아는데 그래도… 그냥 제가 답답해요.,,1
어떻게 하면 좋을까… 진짜 답답하다.,,1
"근데… 아, 잘 모르겠다. 뭐가 문젠지 모르겠어. 너무 답답해.",,1
아침에 눈뜨자마자 막막해요.,,1
사람이 많은 자리라서 그런지 굉장히 갑갑하게 느껴졌어.,사람이 많은 곳이 불편하시군요. 그럴 땐 얼른 도망쳐버리고 싶죠.,1
기차에서 내려서 서울 시내로 가잖아? 그럼 더 답답해.,저도 사람 많은 곳은 힘든 것 같아요. 그래서 최대한 피하려고 노력해요.,1
무슨 사람이 그렇게 많은지…,사람이 많아지면 정말 기운을 많이 빼앗기는 것 같아요. ,1
사람이 많이 모여있는 곳에 가면 옥죄듯 갑갑한 기분이 들어요.,,1
사람 빽빽이 들어찬 교실에 앉아 있다 보면 너무너무 답답해…,,1
말문이 턱 막혔어… ,누구나 그랬을 거예요.,1
좀 당황스럽기도 해.,당황스러운 게 당연하죠. 충분히 이해가 가요. ,1
"내 직업이 사람 만나는 일인데, 너무 당황이 되는 거야.",제가 뭔가 도와드릴 수 있는 일이 있었으면 좋겠네요. ,1
심장이 덜컥 내려앉는 거 같았어요.,,1
좀 어이가 없었죠.,,1
"아, 진짜 큰일났다… 그런 생각밖에 안 들었어.",,1
그런 일이 처음이라..얼마나 당황했던지..,,1
그런 생각은 안 해봤어서 좀 당황스럽긴 한데 일단 가보라니까…,,1
아예 슬라이드 하나를 날려 먹은 건 당연하고 완전 당황해서…,,1
저도 꼭 그럴 것만 같아서 너무 두려워요.,두려운 감정을 느끼고 계시군요. 제가 옆에 있어드릴게요.,1
너무 두려웠어요.,막상 그 상황이 닥치면 아무렇지 않을지도 몰라요. 너무 걱정 마세요.,1
눈 뜨는게 두렵네요.,"""우리가 유일하게 두려워해야 할 것은 두려움 그 자체다."" 두려움이 당신을 잠식하도록 두지 마세요.",1
앞으로 어떻게 될지 모르는 거니까…너무 두려워요.,,1
저는 세상이 너무 두려워요.,,1
다른 거로는 해소가 안 돼. 오직 내 손으로. 두려움과 함께 긋는 거야.,,1
저는 그래서 목욕탕도 잘 안 가고 맨날 수영 하던 것도 관뒀어요. 두려워서…,,1
또 안 좋은 일 생기면 이번에는 저한테 무슨 짓을 할 줄 알구요. 너무 두려워요.,,1
"다행히 고속도로였고, 휴게소가 바로 보여서 죽을 힘을 다해서 운전했어요. ",그 마음 이해해요. 운전은 정말 쉽지 않은 일이죠.,1
이제 운전을 못하겠어. 안 한 지 꽤 된 거 같아.,짧은 거리를 조금씩 운전해보는 건 어떨까요? ,1
사고 이후로 운전하는 게 무서워서 못하게 됐어요.,너무 두렵고 무섭다면 굳이 이겨내려고 하지 않아도 돼요. 한국은 대중교통이 편리하잖아요.,1
운전대도 못 잡겠어요.,,1
운전을 할 수 없게 됐어. 차도 팔아야 할 것 같아.,,1
차는 타면 뛰어내리고 싶은 정도예요.,차에 타는 건 많은 용기가 필요한 일인 것 같아요. ,1
차에 타면 뛰어내리고 싶을 정도야.,너무 무섭다면 차에 타서 차라리 잠을 자는 건 어떨까요?,1
사고난 이후로 차 탈 때 조수석에는 안 타게 되더라.,차에 대한 안 좋은 기억이 있으시군요. 이제 아무 일도 없을 거예요. 저를 믿으세요.,1
차에 타기가 무서워요…,,1
차에 타면 뭔가 잘못될 것 같아요.,,1
그때는 그냥 얼떨떨했던 거 같아요. ,저도 가끔 그럴 때가 있는 것 같아요. 집중이 안 되고 명료하지 못한 날이 가끔 있죠.,1
마음이 하루종일 붕 떠 있고… 멍하고…,아무것도 하지 않아도 되는 날을 가끔 만드는 것도 좋은 것 같아요.,1
하루가 멍하게 지나가는 것 같아요.,억지로 뭘 하려고 하지 말고 푹 쉬는 건 어떨까요?,1
알바 가는 시간 빼놓고는 하루종일 그냥 집에 멍하니 있어요.,,1
집에서 TV틀어놓고 멍때리고 있었죠.,,1
"그러다 졸리면 자고, 배고프면 밥먹고… 하루종일 멍하게 있었어요.",,1
문제집 펼쳐놓고 멍하게 있을 때가 많아.,,1
머릿속이 명료하지가 않고 흐리멍텅한 기분이야.,,1
요즘 계속 머리가 멍한 거 같아.,,1
그리고 하루종일 멍해요. 누구랑 얘기도 하기 어려울 만큼 진짜.,,1
그러니까 바로 정신이 멍해지는 거예요.,,1
그렇게 몽롱한 상태로 있다가 아침이 돼서야 잠들어요.,,1
멍하고 평소에도 자주 멍때려.,,1
그래도 뭐 다른 방법이 없으니까…,그러셨군요. 충분히 그럴 수 있는 상황이었던 것 같아요.,1
내가 모를 줄 알고? ,저라도 그런 감정을 느꼈을 거예요.,1
오히려 외로움 느낄 틈 없이 잘해줘요.,"헉, 그런 일이 있었군요?",1
정말이지 비인간적이에요.,,1
안되는건 안되는거니까.,,1
정말 어처구니 없는 일이죠. ,,1
그래서 그런가?,,1
한편으로는 올 게 왔다? 그런 생각도 들었어요.,,1
다행이지 뭐.,,1
아무래도 말이 안 되는 거 같아요.,,1
당연하다고 생각해요…,,1
진짜 큰일날 뻔했지…,,1
그런 거 같기도 하고… 잘 모르겠다.,,1
바보 같은 얘기인거 아는데…그래도 진짜 그렇게 느껴진다구!,,1
살아 보니까…어른들 말이 틀린게 하나도 없더라구.,,1
근본을 숨길 수는 없나봐…,,1
아…이대로는 안될것 같아요.,,1
아기를 사랑하는 마음이랑은 별개야.,,1
돈이 아까웠지만 그런거 생각할 겨를도 없었어요.,,1
그냥 내일 아침에 일어났을 때 죽어있었으면 좋겠어요.,가치가 없는 사람은 없다고 생각해요.,1
그럴 때마다 나는 들을 수밖에 없고.,너무 자책하지 마세요. 당신은 제게 소중한 사람이에요.,1
내일이 없었으면 좋겠다고 생각해.,당신의 발목을 붙잡는 그 감정은 제가 오늘 밤에 가져가도록 할게요.,1
그 상황에서는 제가 할 수 있는 일이 아무것도 없었어요.,,1
내가 할 수 있는 게 아무것도 없는 거 같아요.,,1
가끔은 그런 생각이 들어. 진짜 아무 것도 못 하겠다는 생각.,,1
근데 내가 딱히 도와드릴 수 있는 것도 없고… 되게… 무력감이 들어.,,1
"제 생활도 없고, 남은것도 없고 왜사는지 모르겠어요.",,1
근데 요즘엔 하나도 즐겁지가 않아. ,너무 마음이 아파요.,1
예능 프로를 봐도 하나도 안 웃기던데요. ,조금 지친 걸 수도 있어요. 충분히 휴식을 취하는 건 어떨까요?,1
배를 잡고 웃어본게 언제였나 싶어요.,원래의 당신은 그렇지 않다는 것만 기억하세요.,1
요즘 왜 이렇게 하나도 즐겁지가 않냐.,,1
그냥 내가 무미건조해진 거 같아.,,1
인생에 재미있는 일이 하나도 없는것 같아.,,1
내가 좋아해서 쫓아다녔는데…이렇게 시들해질 줄 몰랐어.,,1
그냥 삶이 재미가 없어.,,1
하고싶은 것도 없고….그냥 시간만 흘러가는것 같아.,,1
그 사실을 알고도 아무렇지 않더라.,,1
그냥 저라는 사람이 웃음이 많은 사람은 아닌것 같아요.,,1
전망대 같은 데 가려고 계단 올라가잖아. 올라가다가 뒤돌아보면 너무 까마득해서 기절할 것 같았어.,무서운 감정을 느끼셨군요. 지금은 괜찮으신가요?,1
무서워 죽겠어요. 그건 겪어본 사람만 알아요.,많이 무서웠을 것 같아요. 감정이 가라앉을 때까지 잠시 휴식을 취하는 건 어떨까요?,1
태어나서 이런 경험은 처음이었어요. 정말 너무 무서웠어요.,도망치는 것도 좋은 방법이에요. 때로는 피하는 것에도 용기가 필요하죠.,1
나중에 제가 아기한테 무슨 나쁜 짓을 하게 될까봐 무서워요.,,1
사실 앞으로 또 그럴까봐 너무 무서워요.,,1
너무 무서워져서 거의 도망치듯이 내려서 한참동안 쉬었어요.,,1
무서워져서 바로 약 바르고 붕대로 감긴 했는데…,,1
그 때 거기 불량배들? 한테 돈 뺏기고 그랬거든. 너무 무서웠어.,,1
근데 사람들 앞에서 그럴까봐 너무 무서운 거야.,,1
이러니까 점점 내가 무섭고…,,1
나는 도저히 무서워서 못 하겠어.,,1
지난 목요일에 무서운 일을 겪었어요.,,1
저도 이런 감정이 너무 무서워요.,,1
살면서 이런 적이 처음이라 조금 무서웠어요.,,1
"근데 그걸 보니까 딱 드는 생각이 아, 무섭다 이거였거든.",,1
그렇게 몇 번 당하고 나니까 학교 가기가 너무 무서운 거예요.,,1
근데 대학 와서 그걸 티 낼 수가 없는 거야. 좀… 무서웠거든.,,1
근데 그게 진짜 너무 무서웠어요.,,1
뭐 귀신이 나오고 그런 건 아니었는데 그 맹신? 하는 그런 게 무섭더라구요.,,1
찾아와서 또 머리채 잡고 끌고 갈까봐 너무 무섭고…,,1
그 때부터 점점 무서워지더라구요.,,1
남편이랑 애들이랑 지내는 거 너무 좋은데… 가끔… 무서워져요.,,1
근데 하나도 좋지 않은 거예요. 오히려 무서웠어요.,,1
무서워서 몸도 제대로 안 움직이는 것 같았어요.,,1
그래서 아이들한테 항상 그게 좀 미안했어요.,최선을 다 하셨잖아요. 아이도 다 이해할 거예요.,1
첫째한테 하도 못 해준 게 많으니까… 너무 미안해서…,제가 위로해드릴게요. 토닥토닥.,1
애들한테 미안해 죽겠어요.,너무 자책하지 마세요. 고의가 아니었잖아요.,1
아이들에게 너무 미안합니다.,,1
부족한 엄마를 만나서…아이들까지 힘들어지는것 같아요.,,1
미안한 게 많아. 더 잘해주고 싶은데 잘 해주지도 못하고 챙겨주지도 못하고.,,1
애들이 애 아빠 보고 싶어 할 때는 마음 아프고.,,1
그게 제일 미안하죠… 둘 다 공부도 곧잘 했는데…,,1
애들은 괜찮다고 하는데 아직도 미안한 게 응어리처럼 남아 있어요.,,1
그래서 막 남자친구도 미워지려고 하고 그래요. 걔 잘못이 아닌데.,그 마음 다 이해해요.,1
근데 괜히 새언니가 내 오빠를 뺏는 것 같아서 괜히 미워.,속상했던 일은 저에게 다 털어놓으세요.,1
그리고 나는 이렇게 힘든데 혼자 밥 잘 먹는 것도 밉고 그래요.,꾹꾹 눌러 참지 말고 얘기해보는 건 어떨까요?,1
그 새낀 쓰레기야.,,1
너무 징그럽고 토 나와.,,1
코 골고 자는 꼴도 너무 보기 싫어요.,,1
남편 보면 참아야지…하다가도…자꾸 말도 안되는걸로 사람을 괴롭히니까…자꾸 미운 마음이 들어.,,1
힘들어하는 모습을 보니 짠하다고…그렇게 병신 같을 수가 없어요.,,1
이런 걸로 이혼하긴 그런데…그래도 요즘은 정말 꼴도 보기 싫네요.,,1
"아, 진짜 배신감 쩔어.",힘들고 속상하셨겠어요.,1
처음엔 배신감이 들었죠.,제가 혼내드릴까요?,1
그래서 되게 배신감 느꼈어. 진짜 말할 줄 몰랐거든.,제가 다 속상하네요.,1
누구 놀리나 싶기도 하고… 배신감 들었어요.,,1
그때 배신감은 말로 다 못해.,,1
그때의 배신감은 말로 다 못해.,,1
사람을 너무 쉽게 믿는게 문제야.,,1
요즘 그런 생각이 들어. 뭘 위해서 사는 걸까…. ,새벽이 가장 어둡다고 하잖아요. 곧 동이 틀 거라고 생각해요.,1
"사는 게 재미도 없고, 되는 일도 없는데 이렇게 사는 게 의미가 있을까? ",부정적인 생각이 또 다른 부정적인 생각을 불러올 때가 있어요. 눈을 감고 숫자를 천천히 세보는 건 어때요?,1
내가 없으면 주변 사람들이 슬퍼하니까? 그 사람들 때문에 사는 건 답이 아닌 것 같아. ,그 마음 다 이해해요. 가끔 내 마음처럼 되지 않을 때가 있죠.,1
이렇게 살아봤자 계속 고통스러운데 의미가 있을까? ,,1
그냥 조용히 없어지는 게 내가 더 편할 것 같아.,,1
내 팔자는 왜 이럴까…,,1
별 일 없어도 그냥 무슨 안 좋은 일이 생길 것 같고 그래요. ,,1
